2.178206920623779297e+00 5.175744295120239258e-01 2.229964447021484375e+01
2.142736196517944336e+00 -6.932055950164794922e-01 2.073415756225585938e+01
2.125835657119750977e+00 -7.441487908363342285e-02 2.118394088745117188e+01
2.242950201034545898e+00 -1.428413391113281250e+00 2.100108909606933594e+01
2.282436847686767578e+00 -3.431607484817504883e-01 2.248120689392089844e+01
2.102060317993164062e+00 4.687284529209136963e-01 2.148933219909667969e+01
2.239670276641845703e+00 -8.958953619003295898e-01 2.150080680847167969e+01
2.166405439376831055e+00 -4.533293843269348145e-02 2.161872100830078125e+01
2.346967935562133789e+00 -3.682577908039093018e-01 2.310142135620117188e+01
2.136668682098388672e+00 -7.033224105834960938e-01 2.066336441040039062e+01
2.285979509353637695e+00 6.453711986541748047e-01 2.350516510009765625e+01
2.204901218414306641e+00 -7.302986383438110352e-01 2.131871223449707031e+01
2.136503696441650391e+00 3.154298961162567139e-01 2.168046569824218750e+01
2.222335815429687500e+00 -7.191139459609985352e-01 2.150424385070800781e+01
2.241106986999511719e+00 -5.510663390159606934e-01 2.186000442504882812e+01
2.275625228881835938e+00 -2.825602591037750244e-01 2.247369194030761719e+01
2.101454973220825195e+00 -9.527319669723510742e-01 2.006181716918945312e+01
2.138563871383666992e+00 -7.716315388679504395e-01 2.061400794982910156e+01
2.127284526824951172e+00 -3.133417665958404541e-01 2.095950508117675781e+01
2.262618303298950195e+00 -5.991187095642089844e-01 2.202706336975097656e+01
2.253884553909301758e+00 -5.216926336288452148e-01 2.201715278625488281e+01
2.194788217544555664e+00 3.721169531345367432e-01 2.231999778747558594e+01
2.085921049118041992e+00 -8.384463787078857422e-01 2.002076530456542969e+01
2.231008291244506836e+00 -2.415684908628463745e-01 2.206851577758789062e+01
2.062722682952880859e+00 -7.432672977447509766e-01 1.988396072387695312e+01
2.199318647384643555e+00 -5.434226989746093750e-01 2.144976425170898438e+01
2.206782341003417969e+00 1.843844354152679443e-01 2.225220870971679688e+01
2.262188911437988281e+00 -1.113578081130981445e+00 2.150831031799316406e+01
2.244982719421386719e+00 -3.523347973823547363e-01 2.209749221801757812e+01
2.154319524765014648e+00 -5.477657318115234375e-01 2.099542999267578125e+01
2.125623464584350586e+00 -2.479010671377182007e-01 2.100833320617675781e+01
2.262523412704467773e+00 -1.626595854759216309e-02 2.260896873474121094e+01
2.078597307205200195e+00 -4.834698438644409180e-01 2.030250358581542969e+01
1.991812586784362793e+00 -8.637756109237670898e-01 1.905434989929199219e+01
2.089919805526733398e+00 2.218058705329895020e-02 2.092137908935546875e+01
2.292377710342407227e+00 -9.551198482513427734e-01 2.196865653991699219e+01
2.337695121765136719e+00 -1.289614737033843994e-01 2.324798965454101562e+01
2.279314279556274414e+00 -1.620671600103378296e-01 2.263107490539550781e+01
2.194433927536010742e+00 2.542172372341156006e-01 2.219855690002441406e+01
2.180659532546997070e+00 2.923231422901153564e-01 2.209891891479492188e+01
2.056568145751953125e+00 8.804374933242797852e-02 2.065372467041015625e+01
2.094121694564819336e+00 -1.125230073928833008e+00 1.981598663330078125e+01
2.059027910232543945e+00 -6.842315196990966797e-01 1.990604782104492188e+01
2.044713497161865234e+00 -3.316659927368164062e-01 2.011547088623046875e+01
2.138924837112426758e+00 -1.618929207324981689e-01 2.122735404968261719e+01
2.214660167694091797e+00 -6.524767875671386719e-01 2.149412536621093750e+01
1.997760534286499023e+00 -1.370813101530075073e-01 1.984052467346191406e+01
2.069198846817016602e+00 -8.016724586486816406e-01 1.989031600952148438e+01
1.983818292617797852e+00 -5.164940953254699707e-01 1.932168769836425781e+01
2.183121919631958008e+00 -1.166064143180847168e+00 2.066515541076660156e+01
2.202864885330200195e+00 -9.243923425674438477e-01 2.110425567626953125e+01
2.171073436737060547e+00 -5.492613315582275391e-01 2.116147422790527344e+01
2.162503719329833984e+00 -3.681478798389434814e-01 2.125688934326171875e+01
2.091108083724975586e+00 -1.038746476173400879e+00 1.987233543395996094e+01
2.288376569747924805e+00 5.935257673263549805e-02 2.294311904907226562e+01
2.280771017074584961e+00 -7.164211273193359375e-01 2.209128952026367188e+01
2.045919418334960938e+00 -5.485186576843261719e-01 1.991067504882812500e+01
2.133925914764404297e+00 -1.798434108495712280e-01 2.115941619873046875e+01
2.246980667114257812e+00 -3.920077085494995117e-01 2.207779884338378906e+01
2.262992143630981445e+00 -3.283014893531799316e-02 2.259709167480468750e+01
1.995934486389160156e+00 -4.328923225402832031e-01 1.952645301818847656e+01
2.182239294052124023e+00 -3.916752636432647705e-01 2.143071746826171875e+01
2.396923780441284180e+00 -1.902931928634643555e-02 2.395020866394042969e+01
