7.041873455047607422e+00 6.574211597442626953e+00
-1.481790065765380859e+01 1.172175979614257812e+01
-1.343542098999023438e+00 -4.716128349304199219e+00
-4.685640335083007812e-01 1.856551361083984375e+01
-2.079770565032958984e+00 1.184476089477539062e+01
1.672960662841796875e+01 3.525583505630493164e+00
4.428032398223876953e+00 -1.894195556640625000e+01
-1.380049800872802734e+01 5.841839313507080078e+00
-8.050229072570800781e+00 6.909056186676025391e+00
1.684645462036132812e+01 5.693621158599853516e+00
-4.391111373901367188e+00 4.150214195251464844e+00
-1.917142868041992188e+01 -4.018116474151611328e+00
1.967084121704101562e+01 -3.741080760955810547e+00
1.289062881469726562e+01 3.707060337066650391e+00
-6.966397762298583984e+00 9.294909477233886719e+00
-8.833456993103027344e+00 4.576597690582275391e+00
-3.389108180999755859e-01 4.219080924987792969e+00
-3.052935361862182617e+00 1.598036766052246094e+01
-3.791576862335205078e+00 1.321711540222167969e+01
6.667649269104003906e+00 1.117081165313720703e+01
-6.759025573730468750e+00 -1.010115814208984375e+01
1.381903076171875000e+01 8.305674552917480469e+00
7.184528350830078125e+00 -5.482943058013916016e+00
6.241755008697509766e+00 2.361894416809082031e+01
-4.651832580566406250e+00 -7.914780639111995697e-03
-7.020028114318847656e+00 -2.085760879516601562e+01
-1.681140899658203125e+01 4.409981727600097656e+00
-1.572368144989013672e+01 6.565987586975097656e+00
1.649782776832580566e+00 3.072201013565063477e+00
-4.750019013881683350e-01 1.223138904571533203e+01
-1.317521095275878906e+00 3.958351612091064453e+00
-1.024543857574462891e+01 -1.188126087188720703e+01
-6.651955604553222656e+00 8.599281907081604004e-01
-7.447964668273925781e+00 8.511653900146484375e+00
3.451397180557250977e+00 1.869983792304992676e+00
7.662644386291503906e+00 -7.957634925842285156e+00
3.040634840726852417e-02 -3.354612827301025391e+00
1.475906753540039062e+01 -1.024234008789062500e+01
-4.495106220245361328e+00 1.532640838623046875e+01
1.606525611877441406e+01 1.918356418609619141e+00
-6.365151882171630859e+00 -1.611520004272460938e+01
1.274174213409423828e+01 3.762091398239135742e+00
1.855354070663452148e+00 -1.115120697021484375e+01
1.632384181022644043e+00 1.183143424987792969e+01
-1.682288646697998047e+00 -1.962360954284667969e+01
6.816113471984863281e+00 7.818605899810791016e-01
-7.933883666992187500e+00 -1.110794448852539062e+01
5.003890514373779297e+00 -4.405292987823486328e+00
-1.911651802062988281e+01 4.274767875671386719e+00
-1.291266345977783203e+01 1.326413631439208984e+00
5.284152030944824219e+00 1.544837760925292969e+01
-1.340392684936523438e+01 -1.394329547882080078e+01
1.294301223754882812e+01 -8.513322830200195312e+00
5.079190135002136230e-01 -5.829051733016967773e-01
1.887097358703613281e+01 2.613674998283386230e-01
-9.566232681274414062e+00 -3.333551645278930664e+00
-4.722323894500732422e+00 -1.279038429260253906e+01
2.076906681060791016e+00 -8.164412975311279297e-01
1.507102394104003906e+01 1.651763200759887695e+00
-9.641427993774414062e+00 -2.102028083801269531e+01
-1.237814426422119141e+01 1.138904762268066406e+01
-1.380800151824951172e+01 -4.572447776794433594e+00
9.537933349609375000e+00 6.432580947875976562e-01
-1.112114048004150391e+01 1.418766784667968750e+01
6.103384494781494141e-01 5.726169586181640625e+00
8.667916297912597656e+00 -9.693933486938476562e+00
-9.245985031127929688e+00 1.061224555969238281e+01
4.592551708221435547e+00 1.139755630493164062e+01
-1.060787010192871094e+01 -2.261435985565185547e+00
5.956847190856933594e+00 5.781298637390136719e+00
-1.167737960815429688e+01 -2.452071189880371094e+00
1.132264232635498047e+01 -5.297637939453125000e+00
-1.324139785766601562e+01 5.385081291198730469e+00
-1.101045846939086914e+00 -2.272071838378906250e+00
8.891831398010253906e+00 1.352264595031738281e+01
6.486061096191406250e+00 1.519863891601562500e+01
1.304694366455078125e+01 1.469998931884765625e+01
-6.382385253906250000e+00 3.348541736602783203e+00
-3.354745149612426758e+00 -7.569016933441162109e+00
9.776638031005859375e+00 -6.204233646392822266e+00
-5.503959655761718750e-01 1.107779145240783691e+00
-1.040620803833007812e+01 8.987227439880371094e+00
-3.097505569458007812e+00 2.131179046630859375e+01
-1.788338470458984375e+01 -7.529341697692871094e+00
-1.889406776428222656e+01 2.619289875030517578e+00
-1.812671542167663574e+00 6.279724121093750000e+00
1.106432914733886719e+01 -1.309261441230773926e+00
-2.167789697647094727e+00 6.988181591033935547e+00
-3.802716255187988281e+00 3.028165340423583984e+00
-2.521250009536743164e+00 1.524325370788574219e+01
-5.591646432876586914e-01 -7.252026557922363281e+00
-4.288284301757812500e+00 1.475546264648437500e+01
1.918308067321777344e+01 3.627210617065429688e+00
2.203676939010620117e+00 -3.048168182373046875e+01
2.837965774536132812e+01 -7.728461742401123047e+00
-9.334439277648925781e+00 -3.688229918479919434e-01
-1.503871154785156250e+01 9.388275146484375000e+00
1.001027107238769531e+01 -7.248249530792236328e+00
-3.586556673049926758e+00 9.021022796630859375e+00
2.448650741577148438e+01 -1.642934226989746094e+01
8.964391708374023438e+00 7.848869323730468750e+00
1.432365322113037109e+01 1.794325256347656250e+01
4.834590911865234375e+00 -9.507402420043945312e+00
5.335061073303222656e+00 -4.029199600219726562e+00
3.649948596954345703e+00 6.988926887512207031e+00
-1.909924125671386719e+01 -4.645621478557586670e-01
-1.999282717704772949e+00 -1.702086257934570312e+01
-8.267137527465820312e+00 -9.995944976806640625e+00
-4.550704956054687500e-01 -7.573192596435546875e+00
1.412391471862792969e+01 3.287796497344970703e+00
5.468050956726074219e+00 5.487575531005859375e+00
2.451877975463867188e+01 2.171856307983398438e+01
-1.397181272506713867e+00 -7.742475986480712891e+00
-5.971870422363281250e-01 -1.144386100769042969e+01
-3.953509330749511719e+00 -6.726577281951904297e+00
-7.275393605232238770e-01 -2.514629840850830078e+00
1.603534126281738281e+01 1.153175592422485352e+00
7.451014518737792969e+00 -1.025202751159667969e+01
-9.686026573181152344e+00 -2.429051548242568970e-01
-9.147203445434570312e+00 -1.157622718811035156e+01
-1.889262080192565918e+00 9.613078236579895020e-01
-1.374481296539306641e+01 6.640486240386962891e+00
-1.412837791442871094e+01 1.615423202514648438e+01
-2.484894990921020508e+00 1.670774841308593750e+01
-1.645672225952148438e+01 -4.553173184394836426e-01
5.088007450103759766e-01 -1.776201844215393066e+00
3.037770748138427734e+00 1.059259295463562012e+00
-1.024112291634082794e-02 1.289677143096923828e+00
-1.193095803260803223e+00 -2.049837303161621094e+01
-6.811191558837890625e+00 -3.493218421936035156e+00
-3.699564933776855469e+00 -2.275953769683837891e+00
8.242242813110351562e+00 -3.793727874755859375e+00
-4.726314067840576172e+00 -1.235016441345214844e+01
6.978865623474121094e+00 3.619957208633422852e+00
4.701396942138671875e+00 -4.782765805721282959e-01
1.215693473815917969e+01 -2.083516120910644531e+00
2.940146923065185547e+00 -8.740402221679687500e+00
-1.823568534851074219e+01 -2.831179141998291016e+00
